id,value
id_188,16.61188699455292
id_189,22.274784390685276
id_190,15.64608849484777
id_191,15.434598052379556
id_192,33.509578884281474
id_193,78.29417533051894
id_194,29.69724604211257
id_195,12.389936530085398
id_196,61.02892701203262
id_197,16.303948366005997
id_198,19.900876722829818
id_199,24.05393277496023
id_200,124.91446176258609
id_201,27.266868994042373
id_202,58.664238585772104
id_203,5.931138273887095
id_204,62.32539441386771
id_205,36.084106466515586
id_206,18.207308396828207
id_207,15.241267153636617
id_208,63.81253280728281
id_209,14.774407656848782
id_210,30.383204593800414
id_211,71.91053839209611
id_212,20.901713572718975
id_213,117.49492403605161
id_214,40.12748092256925
id_215,82.30468789884074
id_216,92.80183377514835
id_217,70.52031074452645
id_218,29.614206863690665
id_219,20.094764953733936
id_220,31.502598531515538
id_221,54.62264494642035
id_222,29.162749801955435
id_223,40.04271226988693
id_224,44.66444437194385
id_225,9.006410257755311
id_226,4.906372562739594
id_227,69.56826401084031
id_228,28.62109068049951
id_229,2.3987917198084046
id_230,39.50871174723393
id_231,15.638632776645144
id_232,22.31072028539556
id_233,9.317969783635906
id_234,12.255470454774702
id_235,22.44363336632213
id_236,13.285972890293891
id_237,0.7000160554634914
id_238,22.200983354939137
id_239,1.8890269935341095
